ID;Year;Default;WC/TA;RE/TA;EBIT/TA;ME/TL;S/TA
189;2003;0;-0.2464636;0.6642610;0.0652203;3.4564040;0.3465298
189;2004;0;-0.3006266;0.6384143;0.0835059;2.9262060;0.3562828
190;1999;0;-0.1043024;0.1710994;0.0570442;2.4092860;0.1948312
190;2000;0;-0.0883570;0.1274590;0.0571806;1.8115270;0.2081089
190;2001;0;-0.0992952;0.1461636;0.0582139;1.9951710;0.2232277
190;2002;0;-0.0690987;0.2055286;0.0618962;1.3498320;0.2095119
190;2003;0;0.0017447;0.2029315;0.0506983;1.5220120;0.2160155
190;2004;0;-0.0117519;0.2389204;0.0619953;1.3587410;0.2028547
191;1999;0;0.0636482;0.3227288;0.0485338;2.4940870;0.2256406
191;2000;0;0.0939698;0.3288172;0.0430643;1.9526470;0.1862069
191;2001;0;0.1956289;0.3591280;0.0221405;1.7382770;0.1572247
191;2002;0;0.2079022;0.2540906;0.0392975;1.6817840;0.2017110
191;2003;0;0.1817852;0.2605295;0.0332089;1.7046380;0.2091822
191;2004;0;0.2307624;0.2917420;0.0408902;2.2043610;0.1973265
192;1999;0;0.0542283;0.1518824;0.0128668;0.7799034;0.2230181
192;2000;0;0.0121065;0.1441180;0.0409768;0.6827757;0.2810882
192;2001;0;0.0152846;0.1562449;0.0468432;0.8868212;0.0884663
192;2002;0;0.0268965;0.1339047;0.0550695;0.4088076;0.1246972
192;2003;0;0.0226676;0.1170420;0.0434531;0.4766118;0.1110455
192;2004;0;0.0339932;0.0976805;0.0352321;0.6353292;0.1261976
193;2000;0;0.2499706;0.1574285;0.0521781;0.4766413;0.2890246
193;2001;0;0.2432335;0.1156626;0.0683000;0.7375894;0.2984006
193;2002;0;0.2369144;0.1378284;0.0408659;0.4594912;0.2724220
193;2003;0;0.1952216;0.1555431;0.0490397;0.6063920;0.2623305
194;1998;0;0.1879128;-1.8031470;0.1068938;0.6521468;0.4667995
195;1999;0;0.0113917;0.4714159;0.0568874;1.6745200;0.2842615
195;2001;0;0.1366486;0.3018276;0.0430203;2.3300150;0.1712597
195;2002;0;0.1273324;0.2425683;0.0303082;0.7037705;0.1703276
195;2003;0;0.1484131;0.2948691;0.0412734;1.7372460;0.1968958
195;2004;0;0.1552305;0.3515697;0.0569425;2.6148250;0.2034282
196;1999;0;0.0026588;0.5042799;0.0656408;2.0306270;0.2860777
196;2000;0;-0.0167326;0.5492674;0.0642285;1.1448010;0.2708399
196;2001;0;-0.0185290;0.5477207;0.0368877;0.8479026;0.2873501
196;2002;0;-0.0259248;0.5448375;0.0523326;1.0095890;0.2950940
196;2003;0;0.0431220;0.5117505;0.0464319;0.6641567;0.2745617
197;1999;0;0.0424837;0.2176632;0.0543966;0.9541636;0.2988862
197;2000;0;0.0882819;0.1723963;0.0563179;0.9920706;0.2696106
197;2001;0;0.1135978;0.1791615;0.0427922;1.0238700;0.2505468
197;2002;0;0.1365156;0.1668354;0.0401697;1.1874860;0.2988935
197;2003;0;0.1443666;0.1830808;0.0352804;1.6571380;0.2775225
197;2004;0;0.1267837;0.1956895;0.0595259;2.0456250;0.3163810
198;1999;0;0.0403447;-1.7620360;0.0192233;0.7214850;0.2038491
198;2000;0;0.0514428;-1.9903810;0.0361436;0.3091029;0.2611188
199;1999;0;0.1018352;0.4665677;0.0748305;6.1785700;0.3603629
199;2000;0;0.0694604;0.5185459;0.0737679;5.7495840;0.3510712
199;2001;0;0.0715380;0.4006081;0.0606896;3.1599230;0.2575918
199;2002;0;0.0855542;0.4169937;0.0797554;3.6383810;0.3509334
199;2003;0;0.1159059;0.4371248;0.0644662;3.6785320;0.3380426
199;2004;0;0.1121243;0.4751661;0.0649436;4.2396210;0.3118366
200;1999;0;0.0503407;0.1259998;0.0604635;0.5049773;0.1149665
200;2000;0;0.0126135;0.1634566;0.0504154;0.6305885;0.1469790
200;2001;0;0.0495098;0.2015527;0.0409330;0.6379026;0.1271500
200;2002;0;0.0533375;0.1904993;0.0163051;0.4916071;0.1149929
200;2003;0;0.0889508;0.2534064;0.0527727;0.6169144;0.1295927
200;2004;0;-0.0493466;0.2765171;0.0388736;0.8951151;0.1464052
201;1997;0;-0.0658634;0.0524225;0.0420578;0.5808635;0.1958411
201;1998;0;-0.0559730;0.0670239;0.0387194;0.5790980;0.1557760
201;1999;0;-0.0158656;0.0874274;0.0153424;0.6763214;0.1687195
201;2000;0;0.0224846;0.0760258;0.0524514;0.7430599;0.6387810
201;2001;0;0.0046252;0.1370448;0.0354741;0.6437254;0.0888093
201;2002;0;0.0514602;0.0869729;-0.0162005;0.1466424;0.0358583
201;2003;0;0.0698453;-0.0093264;0.0349923;0.1915720;0.0728839
201;2004;0;0.0557655;-0.0703479;0.0312147;0.2705354;0.0719134
202;1999;0;0.0683084;0.5698786;0.0759434;3.7151250;0.3046913
202;2000;0;0.0484048;0.5660323;0.0858799;3.3091400;0.3167939
202;2001;0;0.0376853;0.5693929;0.0675696;2.2878050;0.2680903
202;2002;0;0.0854652;0.5749760;0.0611851;2.1332640;0.2594557
202;2003;0;0.1660693;0.5861603;0.0713337;2.5836480;0.2726244
202;2004;0;0.1500679;0.6110533;0.0701254;2.8750740;0.2700198
203;1999;0;0.0782603;0.0932740;0.0388526;0.8095297;0.1035050
203;2000;0;-0.0735360;0.1029548;0.0461637;0.8249975;0.1031790
203;2001;0;-0.0539490;0.0720121;0.0402754;0.6915696;0.0995772
203;2002;0;0.0305963;0.0855083;0.0465679;0.6786104;0.0918302
203;2003;0;0.0719433;0.0763394;0.0336982;0.8338392;0.1088720
203;2004;0;0.0693766;0.0524910;0.0345481;0.9365253;0.0908767
204;1999;0;-0.1094929;0.1721344;0.0174315;0.7581439;0.1103779
204;2000;0;-0.1090306;0.1851444;0.0389381;1.1591620;0.1222324
204;2001;0;0.0395560;0.2276457;0.0238521;0.9661489;0.1299680
204;2002;0;-0.0746486;0.2073881;0.0589265;1.0953910;0.1345330
204;2003;0;0.0125580;0.2088291;0.0549827;1.3980160;0.1465202
204;2004;0;-0.0459853;0.2181201;0.0608680;1.5902010;0.1450498
205;1999;0;0.0150993;0.3553832;0.0582438;1.1440020;0.4063779
205;2000;0;0.0012525;0.3771934;0.0414152;1.1708420;0.5072676
205;2001;0;0.0220702;0.4396708;0.0702682;1.8101630;0.3206622
205;2002;0;0.0801377;0.4751413;0.0506965;1.4922560;0.3249724
205;2003;0;0.1763045;0.5808216;0.0493630;2.2968060;0.3775418
205;2004;0;0.2520105;0.5841109;0.0485654;2.1564000;0.3595682
206;1997;0;-0.1277316;0.0914104;-0.0093333;0.9990001;0.1267714
206;1998;0;-0.0627546;0.1189688;0.0259876;1.1486940;0.1387982
206;1999;0;-0.0938340;0.1026637;0.0046212;0.8895155;0.1221702
206;2000;0;-0.1060157;0.0947701;0.0462426;0.7206755;0.1324300
206;2001;0;-0.0129798;0.0885863;0.0305049;0.6364908;0.1131314
206;2002;0;-0.0310825;0.0549657;0.0235546;0.6701709;0.0866884
206;2003;0;0.0512364;0.0915101;0.0474678;0.7776287;0.2002554
206;2004;0;0.1280731;0.0742492;0.0268654;0.9430075;0.1927142
207;1999;0;0.0977151;-0.4324050;0.0419178;0.1040636;0.1523356
207;2000;0;-0.3072286;-0.7321585;0.0184411;0.0646370;0.1782166
207;2001;0;-0.7265729;-1.1440700;0.0046460;0.0280297;0.2316043
208;1995;0;0.1310318;0.2614192;0.1122164;4.5084890;0.4280494
208;1996;0;0.0761598;0.3209761;0.0908803;5.0775190;0.2819642
208;1997;0;0.0870430;0.3880026;0.1148351;6.1529050;0.3389972
208;1998;0;0.0811759;0.3139445;0.0710122;3.4674960;0.2831864
208;1999;0;0.0746944;0.3373474;0.0965385;2.0857970;0.2831983
208;2000;0;0.1270604;0.3715613;0.0748747;2.4268070;0.1645060
208;2001;0;0.0880835;0.4243974;0.0910776;3.0017400;0.2305183
208;2002;0;-0.0681600;0.4098245;0.0868186;2.5910880;0.2201414
208;2003;0;-0.0004755;0.5388987;0.0708345;2.9054780;0.2163096
208;2004;0;-0.0715523;0.6922998;0.0892419;3.7044250;0.2349034
209;1999;0;-0.0292328;0.3096811;0.0622905;0.9906684;0.1582933
209;2000;0;-0.0764719;0.2791641;0.0569995;1.2765250;0.2850223
209;2001;0;0.0248374;0.3208541;0.0499520;1.3341960;0.1697913
209;2002;0;-0.0265600;0.3418327;0.0646024;1.3482140;0.1608839
209;2003;0;-0.0272044;0.3476783;0.0549147;1.3709290;0.1333252
209;2004;0;-0.0796702;0.3144378;0.0495139;1.6392630;0.1325941
210;1995;0;0.3069964;0.3896290;0.0710874;2.2300110;0.4279963
210;1996;0;0.2875490;0.3694837;0.0693285;2.7892270;0.4160058
210;1997;0;0.4326590;0.3679856;0.0655804;3.0875370;0.3700445
210;1998;0;0.3741151;0.3734168;0.0588597;3.4428550;0.3674071
210;1999;0;0.3645305;0.3528081;0.0532887;7.7609020;0.3624983
210;2000;0;0.4108737;0.3566364;-0.0132960;4.8091660;0.3294102
210;2001;0;0.4348168;0.2817664;0.0107892;2.2665690;0.2771385
210;2002;0;0.4070616;0.3148889;-0.0052534;0.6960161;0.2477803
210;2003;0;0.4545082;0.2650260;0.0381769;1.6606430;0.2516987
210;2004;0;0.5168593;0.3483481;0.0721012;2.9657670;0.2955645
211;1999;0;0.4726776;0.4770727;0.0037906;1.1362620;0.2546853
211;2000;0;0.3149905;0.2359181;0.0103429;0.6167096;0.2426614
211;2001;0;0.3453158;0.1414860;-0.0322516;0.6389794;0.1851246
211;2002;0;0.4690073;0.0777739;0.0017724;0.8993580;0.2661799
211;2003;0;0.2700238;-0.3194749;0.0314400;0.6521003;0.2969157
211;2004;0;0.2668882;-0.5596150;-0.0022365;1.0720590;0.2831790
212;1999;0;-0.0211290;0.5304629;0.0515111;3.4740560;0.3641933
212;2000;0;0.0487420;0.5856875;0.0825520;3.8969810;0.4063733
212;2001;0;0.0728495;0.6627012;0.0504589;3.8554590;0.3206179
212;2002;0;0.0496715;0.6385676;0.0595317;3.0463520;0.3461107
212;2003;0;0.0726681;0.6907216;0.0629535;3.2278550;0.3539950
212;2004;0;0.1129006;0.7323781;0.0935025;3.5658360;0.4102732
213;1995;0;0.0506891;0.1936147;0.0545822;1.7679510;0.2088026
213;1996;0;0.0027243;0.1637022;0.0338880;1.0358330;0.1349426
213;1997;0;0.0620423;0.1890610;0.0663310;1.6533880;0.2407861
214;1999;0;-0.0006978;0.2966927;0.0508479;0.5710920;0.2850079
214;2000;0;0.0092432;0.3215494;0.0438563;0.7713090;0.3145760
214;2001;0;-0.0741930;0.2326804;0.0485613;0.8755719;0.2244563
214;2002;0;0.1246810;0.2214713;0.0543425;0.4183666;0.1884135
214;2003;0;0.1127121;0.2890843;0.0501923;0.5774784;0.2144084
214;2004;0;0.1165140;0.3683066;0.0569884;0.8757719;0.2138279
215;1999;0;-0.0093694;0.2067315;0.0330966;1.0194990;0.1426432
215;2000;0;-0.0326318;0.2123867;0.0432214;1.3683820;0.1557743
215;2001;0;-0.0829325;0.2115264;0.0381904;0.8955917;0.1239401
215;2002;0;-0.0734164;0.2097743;0.0445079;0.8537316;0.1246134
215;2003;0;0.0126227;0.1768026;0.0466489;0.6291900;0.1166907
215;2004;0;-0.0322186;0.1784149;0.0380826;0.7002995;0.1209597
216;2003;0;0.4120382;0.3886195;0.1007917;1.4520790;0.8057003
216;2004;0;0.3817633;0.3781185;0.1022254;1.4718530;0.7272734
217;1999;0;0.1945246;0.1779202;0.0556824;0.3713413;0.3306575
217;2000;0;0.1840713;0.1869868;0.0623817;0.3556110;0.3282773
217;2001;0;0.1498770;0.1367941;0.0568622;0.2605929;0.3434408
217;2002;0;0.1689461;0.1305626;0.0512981;0.1985677;0.3148841
217;2003;1;0.2020761;0.0523252;0.0101349;0.2683880;0.2815045
218;2001;0;0.0845252;0.4149349;0.0495951;2.2336530;0.4140723
218;2002;0;0.0801112;0.4234477;0.0647428;2.4007930;0.3986093
218;2003;0;0.0467311;0.3947521;0.0682067;2.0139760;0.4008979
218;2004;0;0.0495556;0.4295177;0.0778242;2.5300750;0.4085759
219;1999;0;0.5186634;0.1395370;0.0740788;0.5149770;0.6043223
219;2004;0;0.4540050;0.2481389;0.0842353;1.0845890;0.6317313
220;1999;0;0.0440323;0.0226221;0.0390691;0.2219569;0.1895545
220;2000;0;0.0650465;-0.0224514;0.0247739;0.0699156;0.1710842
221;1999;0;0.2424192;0.1935886;0.0823241;0.8055044;0.3576632
221;2000;0;0.2571107;0.1919736;0.0845101;0.8325558;0.3917648
221;2001;0;0.2571399;0.1848497;0.0830467;0.8672220;0.3810683
221;2002;0;0.2869308;0.2206051;0.0691983;0.5986289;0.3787362
221;2003;0;0.2707847;0.2694682;0.0858331;1.0296890;0.3843644
221;2004;0;0.2386405;0.3099046;0.0821112;1.1229320;0.3736952
222;1999;0;0.1962456;0.4544538;0.0637139;1.1834530;0.3919896
222;2000;0;0.1073474;0.4344126;0.0685402;1.0076960;0.3425080
222;2001;0;0.1395849;0.2935269;0.0462670;0.6146821;0.2224970
222;2002;0;0.0872227;0.3221555;0.0469100;0.8999621;0.2551693
222;2003;0;0.1242813;0.3333620;0.0336556;0.9475930;0.2538925
223;1999;0;0.2855244;0.0397942;0.0602697;1.8765350;0.2218496
223;2000;0;0.2636520;0.1289949;0.0536617;2.2317090;0.2808643
224;1999;0;0.2335674;0.2613469;0.0435051;0.5256010;0.6128841
224;2000;0;0.1141863;0.0846661;0.0022353;0.5220054;0.5079147
224;2001;0;0.2480994;-0.0827661;-0.0029427;0.4945126;0.6380429
224;2002;0;0.2267604;-0.1668150;-0.0165243;0.2524454;0.6443264
224;2003;0;0.2899831;-0.1455241;0.0432878;0.7191037;0.6789809
225;1999;0;0.1491435;0.0241494;0.0466774;0.1711772;1.0070480
225;2000;0;0.1408430;-0.0180391;0.0448482;0.1789706;1.1056620
225;2001;0;0.1606276;-0.0196016;0.0365127;0.2902779;0.9885843
226;2004;0;0.2598727;0.2505638;0.0489801;1.7389820;0.7053332
227;1998;0;0.2507368;0.2188492;0.0810369;0.9501024;0.3938061
228;1999;0;0.0172854;-0.4710347;0.0434355;1.4986990;0.1548886
228;2000;0;0.0297087;-0.1411925;0.1074794;2.0441650;0.3527250
228;2001;0;0.0115639;-0.0550375;0.0390447;1.5391230;0.1418824
228;2002;0;-0.0002607;-0.0719958;0.0323911;1.3128820;0.0945260
228;2003;0;0.0086407;0.0161542;0.0292917;1.0499770;0.0874238
228;2004;0;0.0153366;0.0658277;0.0603056;1.1645050;0.1115415
229;1999;0;-0.1052575;0.1126226;0.0506828;1.7415440;0.1611865
230;1999;0;0.0375116;0.6453711;0.0934550;5.2254890;0.1885720
230;2000;0;0.0492726;0.5667971;0.0788088;2.1404830;0.1883623
230;2001;0;0.0404549;0.5944371;0.0555458;2.4480720;0.1530201
230;2002;0;0.0374957;0.6453436;0.0744363;2.8505330;0.1507975
230;2003;0;0.0436279;0.6867914;0.0657917;3.8872820;0.1418919
230;2004;0;0.0486617;0.7456735;0.0719605;2.9162070;0.1716746
231;1999;0;0.1331135;0.8235632;0.1567743;12.8935900;0.7772326
231;2000;0;0.0081827;0.7487742;0.0816947;6.8036410;0.6642200
231;2001;0;0.1594130;0.6648474;0.0307840;2.6943860;0.5685686
231;2002;0;0.3314278;0.5621136;0.0799878;2.0988820;0.4955184
231;2003;0;0.4523501;0.6405314;0.0906979;3.0224170;0.5080569
231;2004;0;0.4273947;0.7380757;0.0869923;3.7936550;0.5235580
232;1999;0;0.0203857;0.0812381;0.0396343;0.4253135;0.2446756
232;2000;0;0.0468308;0.1861107;0.0523578;0.3302645;0.2294592
232;2001;0;0.0135128;0.2327914;0.0686211;0.5114970;0.2679910
232;2002;0;0.0489476;0.2391427;0.0488165;0.3067153;0.2130058
232;2003;0;0.0591573;0.2327377;0.0327474;0.3437994;0.0701690
232;2004;0;0.1250284;-0.0038385;0.0392693;0.6881304;0.1333294
233;1999;0;0.1631078;-0.2617923;0.0116432;27.2094500;0.0874390
233;2000;0;0.2215609;-0.1139523;0.0421489;41.2629500;0.0985102
233;2001;0;0.2575622;-0.0959358;0.0581875;23.5786000;0.1070181
234;1999;0;0.2561391;0.2204382;0.0420222;0.2561342;0.3228430
234;2000;0;0.2351336;0.2253922;0.0608539;0.1869263;0.3069060
234;2001;0;0.2604488;0.2167386;0.0367161;0.3185700;0.2484650
234;2002;0;0.2171645;0.0916205;0.0585596;0.2681070;0.3432558
234;2003;0;0.2216677;0.1265171;0.0813998;0.5379180;0.3591938
234;2004;0;0.2143335;0.1517621;0.0481666;0.4115210;0.3809630
235;1999;0;0.0719444;0.1212516;0.0810227;0.8815354;0.2639157
235;2000;0;0.0523027;0.1320480;0.0700113;1.3109640;0.2758782
236;1999;0;0.0346493;0.4499778;0.0579248;2.3392820;0.3653784
236;2000;0;0.1031346;0.5357466;0.0659709;3.7141210;0.3803897
236;2001;0;0.0560123;0.4670063;0.0739991;2.4926550;0.3544154
236;2002;0;0.0681976;0.4856527;0.0551978;2.4661750;0.3697168
236;2003;0;0.0750297;0.4175398;0.0597492;1.7553400;0.3317762
236;2004;0;0.1358788;0.4529616;0.0589382;2.0449320;0.3242581
237;1999;0;-0.2747061;0.4593042;0.0929198;2.4050870;0.3965076
237;2001;0;-0.1122568;0.1625800;0.0504914;1.3172210;0.1691306
237;2002;0;0.0260061;0.1847439;0.0597707;1.2578820;0.1700667
237;2003;0;0.0497366;0.2194348;0.0529156;1.3423070;0.1871636
237;2004;0;0.0399713;0.2868722;0.0641553;1.5080590;0.1687298
238;1999;0;0.0845947;0.4369326;0.0648336;3.9882960;0.4149175
238;2000;0;0.1833519;0.4844097;0.0760119;3.5975820;0.4449078
238;2001;0;0.2168240;0.4261156;0.0585444;3.3040940;0.3829850
238;2002;0;0.2023125;0.4074374;0.0523494;0.7690322;0.3266714
238;2003;0;-0.0101427;0.3422720;0.0486282;1.0130300;0.3314695
238;2004;0;0.2192264;0.3284603;0.0516366;1.1743150;0.3340521
239;1999;0;-0.0590886;0.1533590;0.0523828;0.2347727;0.0936065
239;2000;0;-0.0824105;0.1447998;0.0379822;0.3119119;0.0902223
240;1995;0;0.2200510;0.3836726;0.0619802;1.5757090;0.3314784
240;1996;0;0.1904891;0.4615127;0.0587809;2.7456910;0.3881961
240;1997;0;0.1665708;0.5467893;0.1270771;2.6523440;0.9370444
240;1998;0;0.1175697;-0.0132285;0.0530804;0.8271776;0.2470933
240;1999;0;0.1105209;0.0230769;0.0567573;1.1346850;0.2775526
240;2000;0;0.1544243;0.0833011;0.0623489;1.3726890;0.2602642
240;2001;0;0.1515072;0.0696667;0.0616149;1.0542460;0.2085541
240;2002;0;0.1591654;0.0664631;0.0640022;0.5846660;0.2074485
240;2003;0;0.1819596;0.1450506;0.0504179;0.8152826;0.1912188
240;2004;0;0.3028129;0.1696386;0.0355878;0.5766038;0.1856344
241;1999;0;0.4907441;0.0432614;0.0956776;1.0359830;0.6112438
241;2000;0;0.4265765;0.1278296;0.1068282;2.5391710;0.6445677
241;2001;0;0.4751053;0.1688875;0.1087846;2.7738830;0.6470870
241;2002;0;0.4646945;0.1943305;0.0896208;1.5740510;0.6260112
241;2003;0;0.4610665;0.2815946;0.0871654;1.7821500;0.6124159
242;1995;0;0.3803748;-1.7404320;0.0748353;1.8315580;0.5286636
243;2001;0;0.0161754;0.1066416;0.0277126;0.3262687;0.2495128
243;2002;0;0.0513177;0.0722685;0.0422899;0.2205799;0.2360293
243;2003;0;0.0431648;0.1114207;0.0306991;0.4592372;0.2364288
243;2004;0;0.0386852;0.1284437;0.0439376;0.6097711;0.2224433
244;1999;0;0.1050987;0.4539193;0.0850562;5.3145850;0.2686692
244;2000;0;-0.0380038;0.4607674;0.0717084;4.5789480;0.3058334
244;2001;0;-0.0171038;0.5030360;0.0798605;4.5408990;0.2773427
244;2002;0;0.0552856;0.5415577;0.0835674;4.2529490;0.2836047
244;2003;0;0.0370982;0.6716763;0.0953168;4.8457500;0.2923796
244;2004;0;0.0096048;0.7425755;0.0851729;5.6619400;0.3196061
245;1995;0;0.1354682;0.6678415;0.0805108;2.1164120;0.2446111
245;1996;0;0.1617473;0.6959497;0.0799442;2.0153730;0.2266433
245;1997;0;0.1313670;0.5504563;0.0446701;1.3366160;0.1623613
245;1998;0;0.1452515;0.5272305;0.0449306;0.8276864;0.1757649
245;1999;0;0.1537192;0.5344319;0.0538227;0.9703823;0.1994814
245;2000;0;0.2055743;0.5248132;0.0395750;0.8508334;0.1965073
245;2001;0;0.0718122;0.5224301;0.0333621;1.1388370;0.1615681
245;2002;0;0.1075065;0.5371472;0.0574673;1.0074940;0.1848230
245;2003;0;0.0892260;0.5145680;0.0384377;0.8509739;0.1541714
245;2004;0;0.1274795;0.5186085;0.0260504;1.0767020;0.1568073
246;2002;0;0.1220806;0.2539225;0.1185607;4.5143410;0.3389081
246;2003;0;0.1897259;0.2803067;0.1045683;4.8211760;0.2961226
246;2004;0;0.2535156;0.3462335;0.1038138;4.3814980;0.2949291
247;1999;0;0.0623769;0.3888727;0.0318684;2.5934560;0.1219105
247;2000;0;0.1245778;0.4247394;0.0495816;4.4507630;0.1868811
247;2001;0;0.1578300;0.2368065;0.0487430;4.4800060;0.1013650
247;2002;0;0.1363248;0.2512850;0.0436031;3.6358940;0.1275321
247;2003;0;0.1638927;0.2556110;0.0294590;3.2122090;0.1114910
247;2004;0;0.1048435;0.2748351;0.0399237;5.0968960;0.1010671
248;1996;0;0.0336032;0.4253752;0.0654420;4.5387300;0.1932176
248;1997;0;0.0294593;0.3487204;0.0588847;2.2522150;0.1281607
248;1998;0;0.0587217;0.2839123;0.0221663;0.9393639;0.1414476
248;1999;0;0.0617971;0.2986664;0.0442629;1.0792570;0.1606032
249;1999;0;0.1394923;0.0125529;0.0520582;0.7588353;0.2689412
249;2000;0;0.1914233;0.0515232;0.0539339;0.8513428;0.1967660
249;2001;0;0.1906000;0.0854461;0.0707032;0.8577509;0.2650922
249;2002;0;0.1072306;-0.0245328;0.0510832;0.4524646;0.2247318
249;2003;0;0.1509051;0.0206956;0.0394119;0.7593433;0.2181520
249;2004;0;0.1495295;0.0382592;0.0570085;0.8381248;0.2274612
250;1999;0;0.1318512;0.2240319;0.0394383;0.4923915;0.3084561
250;2000;0;0.1173846;0.2063357;0.0314179;0.3797868;0.2855557
250;2001;0;0.1701908;0.1385542;0.0429792;0.3925098;0.2765734
250;2002;0;0.0984354;-0.0410493;0.0223497;0.1233627;0.2931642
250;2003;0;0.2537716;-0.0831859;0.0338513;0.1188156;0.2954687
250;2004;0;0.2429163;-0.0452524;0.0423056;0.1928767;0.3155427
251;1996;0;0.0299126;0.0637308;0.0327115;0.7432162;0.1183146
251;1997;0;0.0692542;0.0516394;0.0477925;0.8439327;0.1090920
251;1998;0;0.0635099;0.1295120;0.0436058;0.6046528;0.1097950
251;1999;0;0.0592399;0.0930216;0.0407418;0.5284659;0.1039596
251;2000;0;0.0556946;0.0668910;0.0486733;0.5169572;0.0917257
251;2001;0;0.0438111;0.0349888;0.0343392;0.3120573;0.0727641
251;2002;0;0.0569035;0.0121104;0.0528098;0.5550248;0.0882455
251;2003;0;0.0708269;0.0213999;0.0568815;0.8397012;0.0883654
251;2004;0;0.0804508;0.0370413;0.0452395;0.8106244;0.0939482
252;1999;0;0.0657702;0.1390667;0.0315045;0.3939108;0.7655474
252;2000;0;0.0524701;0.1211741;0.0491088;0.1712956;0.8010848
252;2001;0;0.0396918;0.0912951;0.0420680;0.4462962;0.8350214
252;2002;0;0.0138101;0.0302035;0.0114975;0.1245288;0.8405742
252;2003;0;0.0609744;-0.0161096;0.0363600;0.1558453;1.0165350
252;2004;0;0.0608875;-0.0569353;0.0366886;0.2162330;0.9303399
253;1999;0;0.4225256;0.7943449;0.0465942;1.7621750;0.1909517
253;2000;0;0.3157111;0.8621023;0.0482398;1.7389580;0.2179047
253;2001;0;0.1607340;0.8961782;0.0134697;1.1683840;0.2022790
253;2002;0;0.2809635;0.9559910;0.0339839;1.2594950;0.2209680
253;2003;0;0.2417086;0.9589127;0.0213069;1.4671450;0.2335644
253;2004;0;0.3285497;0.9763111;0.0403811;1.6068740;0.2588007
254;1999;0;0.0179917;0.0677028;0.0394717;0.2467019;0.2393729
254;2000;0;-0.0156623;0.0381093;0.0212632;0.3706874;0.2546048
254;2001;0;0.0180139;0.0437767;0.0419925;0.5248271;0.2393357
254;2002;0;0.0105134;0.0645698;0.0469540;0.4943238;0.2633480
254;2003;0;0.0655592;0.0873003;0.0389001;0.5418215;0.2277074
254;2004;0;0.0636640;0.1231124;0.0381118;0.6656616;0.1837919
255;2001;0;0.1539178;0.3821962;0.0562487;0.4930384;0.2768854
255;2002;0;0.1571155;0.3841739;0.0554216;0.5178427;0.2836051
255;2003;0;0.1744688;0.3688636;0.0532080;0.6211380;0.3064427
255;2004;0;0.1193483;0.3981248;0.0689430;0.8216158;0.3715819
256;1999;0;-0.5357068;0.1515162;0.0382894;0.6133059;0.1034710
256;2000;0;-0.5132921;0.1521576;0.0396521;0.4224430;0.1071036
256;2001;0;-0.5740433;0.1205222;0.0292220;0.2993230;0.0624515
256;2002;0;-0.5829496;0.1119175;0.0237771;0.2648966;0.0593774
256;2003;0;-0.5813435;0.1282055;0.0255556;0.2829422;0.0381004
257;1998;0;0.1811196;0.2041037;0.0666266;0.8155596;0.1240263
257;1999;0;0.1579840;0.1837631;0.0282785;0.7378981;0.0822896
257;2000;0;0.2223662;0.1530055;0.0548319;1.4323760;0.1119291
257;2001;0;0.1221875;0.2398068;0.0572117;1.0900420;0.1314432
257;2002;0;0.0654274;0.3173601;0.0493276;1.3055100;0.0907420
257;2003;0;0.0691807;0.3300903;0.0440518;1.0176490;0.0837894
257;2004;0;0.0433368;0.3362285;0.0374474;1.4516180;0.0942260
258;1998;0;0.1471193;0.0494782;0.0475488;0.7823700;0.3230242
258;1999;0;0.0929332;0.0758238;0.0482690;1.0124790;0.3913980
259;1999;0;0.2633489;0.3364708;0.0366418;2.7888470;0.2983891
259;2000;0;0.1972069;0.3658256;0.0223081;2.6404140;0.3356357
259;2002;0;0.2114949;0.2639425;0.0386833;0.9054198;0.2895802
259;2003;0;0.1208676;0.1416024;0.0628766;0.8998972;0.3675948
259;2004;0;0.2062125;0.2281448;0.0545585;1.4856470;0.3628769
260;1995;0;0.2118638;0.3445512;0.0434308;1.3387900;0.3924336
260;1996;0;0.1863413;0.3539875;0.0532597;1.5107430;0.4286531
260;1997;0;0.2070559;0.3350453;0.0510819;1.4025130;0.3982017
260;1998;0;0.2172922;0.3137991;0.0349357;0.6164367;0.3736376
261;1995;0;0.2965763;0.3805377;0.0642324;1.2856560;0.3529681
261;1996;0;0.2701753;0.3638501;0.0538779;1.3201740;0.3591041
261;1997;0;0.2402884;0.3835931;0.0741394;1.6452220;0.3129117
261;1998;0;0.2626287;0.3564297;0.0307687;1.6677650;0.2897139
261;1999;0;0.1068094;0.4484286;0.0274303;2.2911060;0.1898731
261;2000;0;0.4928053;0.5142005;0.0529361;2.4125920;0.2552222
261;2001;0;0.4129607;0.4656194;0.0359307;2.1510290;0.2998916
261;2002;0;0.4330982;0.4893928;0.0566421;3.4182080;0.3068161
261;2003;0;0.4418154;0.4511627;0.0294572;2.2599980;0.3128783
261;2004;0;0.4822212;0.4647391;0.0643557;3.5955070;0.3575289
262;1995;0;0.1332975;0.5707856;0.0616460;2.1575930;0.3171254
262;1996;0;0.1889266;0.6100951;0.0665563;2.6672270;0.3382713
262;1997;0;0.2643600;0.7009336;0.0580425;2.9328560;0.3052820
262;1998;0;0.0883792;0.6695379;0.0681454;1.4734190;0.3124847
262;1999;0;0.1228665;0.6878899;0.0577145;1.2912970;0.2934869
